matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg
bcsstm27	1224	1224	56126	0.037463	15.000000	54.000000	45.854575	9.793293	15.000000	54.000000	45.854575	9.793293	0.177636	14.000000	96.000000	80.498366	10.168274	0.011438	0.078431	0.065767	0.008307	0.379747	1.071429	0.572070	0.106432	464.810127	1311.428571	700.213198	130.272997	1.000000	5.000000	2.975490	0.389050	1.870221	0.941065
beacxc	497	506	50409	0.200448	0.000000	489.000000	101.426559	127.684262	0.000000	253.000000	99.622530	45.343853	3.821222	0.000000	495.000000	342.601610	167.259778	0.000000	0.978261	0.677078	0.330553	0.000000	2.000000	0.256019	0.304682	0.000000	1012.000000	129.545586	154.169330	0.000000	100.000000	28.517103	25.680521	1.437680	0.588502
beaflw	497	507	53403	0.211934	0.000000	494.000000	107.450704	129.055453	0.000000	400.000000	105.331361	51.229120	3.597457	0.000000	506.000000	388.531187	161.232762	0.000000	0.998028	0.766334	0.318013	0.000000	2.000000	0.257004	0.281466	0.000000	1014.000000	130.301169	142.703424	0.000000	101.000000	30.344064	25.764143	1.435200	0.625977
beause	497	507	44551	0.176804	0.000000	500.000000	89.639839	128.893999	0.000000	400.000000	87.871795	44.779333	4.577877	0.000000	506.000000	372.183099	171.697867	0.000000	0.998028	0.734089	0.338655	0.000000	2.000000	0.217291	0.281807	0.000000	1014.000000	110.166763	142.876127	0.000000	100.000000	23.068410	24.422821	1.485309	0.604572
blckhole	2132	2132	14872	0.003272	1.000000	20.000000	6.975610	0.953106	1.000000	20.000000	6.975610	0.953106	1.867133	0.000000	1824.000000	190.627111	297.539256	0.000000	0.855535	0.089412	0.139559	0.000000	1.000000	0.202511	0.167232	0.000000	2132.000000	431.752600	356.538149	1.000000	7.000000	3.338649	0.800298	1.042765	0.913576
bp_0	822	822	3276	0.004848	1.000000	266.000000	3.985401	10.715851	1.000000	20.000000	3.985401	3.229996	65.743590	0.000000	820.000000	205.763990	230.917298	0.000000	0.997567	0.250321	0.280921	0.000000	2.000000	0.101777	0.365854	0.000000	1644.000000	83.660669	300.732214	1.000000	34.000000	2.506083	2.164598	0.742369	0.439191
bp_1000	822	822	4661	0.006898	1.000000	308.000000	5.670316	12.324370	1.000000	21.000000	5.670316	4.141308	53.317958	0.000000	820.000000	403.097324	268.850636	0.000000	0.997567	0.490386	0.327069	0.000000	2.000000	0.057826	0.261213	0.000000	1644.000000	47.532968	214.716905	1.000000	125.000000	4.918491	6.302931	0.265179	0.336586
bp_1200	822	822	4726	0.006994	1.000000	311.000000	5.749392	12.339400	1.000000	21.000000	5.749392	4.100972	53.092679	0.000000	820.000000	419.074209	275.077685	0.000000	0.997567	0.509823	0.334644	0.000000	2.000000	0.053137	0.250120	0.000000	1644.000000	43.678401	205.598486	1.000000	132.000000	5.059611	6.502861	0.239949	0.333925
bp_1400	822	822	4790	0.007089	1.000000	311.000000	5.827251	12.364766	1.000000	21.000000	5.827251	4.215813	52.369937	0.000000	820.000000	416.197080	273.723834	0.000000	0.997567	0.506322	0.332997	0.000000	2.000000	0.048929	0.231384	0.000000	1644.000000	40.219770	190.197446	1.000000	135.000000	5.145985	6.609409	0.233820	0.326332
bp_1600	822	822	4841	0.007165	1.000000	304.000000	5.889294	12.169671	1.000000	21.000000	5.889294	4.214580	50.619087	0.000000	820.000000	419.607056	273.379940	0.000000	0.997567	0.510471	0.332579	0.000000	2.000000	0.045220	0.224995	0.000000	1644.000000	37.171201	184.945670	1.000000	141.000000	5.288321	6.966785	0.204090	0.325264
bp_200	822	822	3802	0.005627	1.000000	283.000000	4.625304	11.357420	1.000000	21.000000	4.625304	3.618114	60.185166	0.000000	820.000000	303.947689	263.758015	0.000000	0.997567	0.369766	0.320873	0.000000	2.000000	0.087838	0.343008	0.000000	1644.000000	72.202771	281.952248	1.000000	70.000000	3.384428	3.566627	0.536560	0.399704
bp_400	822	822	4028	0.005961	1.000000	295.000000	4.900243	11.755509	1.000000	21.000000	4.900243	3.750397	59.201092	0.000000	820.000000	334.839416	264.127800	0.000000	0.997567	0.407347	0.321323	0.000000	2.000000	0.071117	0.291192	0.000000	1644.000000	58.458563	239.359601	1.000000	95.000000	3.872263	4.591803	0.419563	0.376645
bp_600	822	822	4172	0.006174	1.000000	302.000000	5.075426	12.039540	1.000000	21.000000	5.075426	3.710530	58.502397	0.000000	820.000000	358.270073	273.097542	0.000000	0.997567	0.435852	0.332235	0.000000	2.000000	0.064991	0.277264	0.000000	1644.000000	53.422938	227.911027	1.000000	100.000000	4.109489	4.990763	0.380633	0.357451
bp_800	822	822	4534	0.006710	1.000000	304.000000	5.515815	12.095187	1.000000	21.000000	5.515815	4.129488	54.114248	0.000000	820.000000	378.167883	269.550506	0.000000	0.997567	0.460058	0.327920	0.000000	2.000000	0.069626	0.292620	0.000000	1644.000000	57.232366	240.533915	1.000000	109.000000	4.678832	5.638244	0.303485	0.342046
can_1054	1054	1054	12196	0.010978	6.000000	35.000000	11.571157	5.587170	6.000000	35.000000	11.571157	5.587170	2.024762	35.000000	1036.000000	366.930740	256.088639	0.033207	0.982922	0.348132	0.242968	0.006048	0.322034	0.052520	0.046322	6.375000	339.423729	55.356461	48.823410	3.000000	21.000000	7.114801	3.079144	0.770253	0.657728
can_1072	1072	1072	12444	0.010829	6.000000	35.000000	11.608209	5.647401	6.000000	35.000000	11.608209	5.647401	2.015108	35.000000	1054.000000	374.615672	260.569407	0.032649	0.983209	0.349455	0.243068	0.006042	0.301587	0.051280	0.045158	6.477341	323.301587	54.972348	48.408954	3.000000	21.000000	7.122201	3.113073	0.772903	0.656174
can_144	144	144	1296	0.062500	6.000000	15.000000	9.000000	3.000000	6.000000	15.000000	9.000000	3.000000	0.666667	50.000000	143.000000	78.708333	20.736065	0.347222	0.993056	0.546586	0.144000	0.042254	0.267857	0.119907	0.045574	6.084507	38.571429	17.266664	6.562615	2.000000	4.000000	3.020833	0.989309	1.328704	0.890741
can_161	161	161	1377	0.053123	6.000000	17.000000	8.552795	1.220430	6.000000	17.000000	8.552795	1.220430	0.987654	16.000000	95.000000	40.937888	18.904037	0.099379	0.590062	0.254273	0.117416	0.094737	1.062500	0.241575	0.093200	15.252632	171.062500	38.893638	15.005235	1.000000	5.000000	3.018634	0.539980	1.294118	0.966479
can_187	187	187	1491	0.042638	5.000000	10.000000	7.973262	1.427136	5.000000	10.000000	7.973262	1.427136	0.254192	30.000000	95.000000	56.032086	16.613539	0.160428	0.508021	0.299637	0.088842	0.094737	0.200000	0.149460	0.025663	17.715789	37.400000	27.949085	4.798904	2.000000	4.000000	2.721925	0.514704	1.317237	0.981767
can_229	229	229	1777	0.033886	3.000000	13.000000	7.759825	2.122648	3.000000	13.000000	7.759825	2.122648	0.675295	2.000000	173.000000	69.947598	38.513955	0.008734	0.755459	0.305448	0.168183	0.017442	1.500000	0.149880	0.114184	3.994186	343.500000	34.322560	26.148116	1.000000	13.000000	3.104803	1.014060	1.199775	0.903938
can_24	24	24	160	0.277778	4.000000	9.000000	6.666667	1.795055	4.000000	9.000000	6.666667	1.795055	0.350000	12.000000	23.000000	17.791667	3.278454	0.500000	0.958333	0.741319	0.136602	0.200000	0.600000	0.379499	0.094810	4.800000	14.400000	9.107976	2.275428	2.000000	7.000000	4.291667	1.135751	0.712500	0.629630
can_256	256	256	2916	0.044495	4.000000	83.000000	11.390625	7.232991	4.000000	83.000000	11.390625	7.232991	6.286694	36.000000	252.000000	140.804688	58.889868	0.140625	0.984375	0.550018	0.230039	0.020080	0.339286	0.094658	0.056948	5.140562	86.857143	24.232446	14.578739	3.000000	29.000000	6.406250	2.485701	0.875171	0.728193
can_268	268	268	3082	0.042910	4.000000	37.000000	11.500000	5.758511	4.000000	37.000000	11.500000	5.758511	2.217391	26.000000	265.000000	105.873134	55.978330	0.097015	0.988806	0.395049	0.208874	0.017167	0.487179	0.131179	0.070315	4.600858	130.564103	35.155879	18.844475	3.000000	18.000000	7.145522	2.878980	0.757300	0.729754
can_292	292	292	2540	0.029790	4.000000	35.000000	8.698630	5.399607	4.000000	35.000000	8.698630	5.399607	3.023622	5.000000	287.000000	147.886986	106.708816	0.017123	0.982877	0.506462	0.365441	0.014440	1.000000	0.243388	0.320862	4.216606	292.000000	71.069297	93.691679	2.000000	24.000000	5.198630	3.877614	0.804724	0.718825
can_445	445	445	3809	0.019235	4.000000	13.000000	8.559551	1.257492	4.000000	13.000000	8.559551	1.257492	0.518771	5.000000	409.000000	97.298876	91.423219	0.011236	0.919101	0.218649	0.205445	0.013699	0.900000	0.226853	0.214047	6.095890	400.500000	100.949463	95.250956	2.000000	8.000000	3.530337	0.983962	1.175112	0.870434
can_61	61	61	557	0.149691	5.000000	25.000000	9.131148	3.872879	5.000000	25.000000	9.131148	3.872879	1.737882	24.000000	53.000000	38.885246	8.706693	0.393443	0.868852	0.637463	0.142733	0.100000	0.641026	0.240876	0.093112	6.100000	39.102564	14.693421	5.679813	3.000000	8.000000	5.081967	1.232019	0.886894	0.735135
can_62	62	62	218	0.056712	2.000000	7.000000	3.516129	1.011896	2.000000	7.000000	3.516129	1.011896	0.990826	1.000000	51.000000	13.967742	14.331296	0.016129	0.822581	0.225286	0.231150	0.043478	2.000000	0.678104	0.568770	2.695652	124.000000	42.042447	35.263758	1.000000	4.000000	2.177419	0.852401	0.761468	0.695776
can_634	634	634	7228	0.017982	2.000000	28.000000	11.400631	3.840725	2.000000	28.000000	11.400631	3.840725	1.456004	1.000000	605.000000	251.996845	186.367806	0.001577	0.954259	0.397471	0.293956	0.009634	2.000000	0.141383	0.221979	6.107900	1268.000000	89.636568	140.734993	1.000000	17.000000	5.364353	2.357227	1.058937	0.808162
can_715	715	715	6665	0.013037	2.000000	105.000000	9.321678	5.883723	2.000000	105.000000	9.321678	5.883723	10.264066	1.000000	612.000000	157.241958	147.936091	0.001399	0.855944	0.219919	0.206904	0.013093	2.000000	0.120219	0.147972	9.361702	1430.000000	85.956673	105.800231	1.000000	10.000000	3.911888	1.205726	1.160690	0.896401
can_73	73	73	377	0.070745	3.000000	9.000000	5.164384	2.164557	3.000000	9.000000	5.164384	2.164557	0.742706	2.000000	60.000000	23.082192	15.918244	0.027397	0.821918	0.316194	0.218058	0.085714	1.500000	0.483822	0.516259	6.257143	109.500000	35.319030	37.686872	1.000000	7.000000	3.150685	1.772478	0.779841	0.649380
can_838	838	838	10010	0.014254	6.000000	32.000000	11.945107	6.223318	6.000000	32.000000	11.945107	6.223318	1.678921	120.000000	837.000000	378.094272	217.416457	0.143198	0.998807	0.451186	0.259447	0.010753	0.075000	0.036005	0.013771	9.010753	62.850000	30.172260	11.540206	3.000000	14.000000	6.630072	2.462444	0.889910	0.724569
can_96	96	96	768	0.083333	6.000000	9.000000	8.000000	1.414214	6.000000	9.000000	8.000000	1.414214	0.125000	18.000000	47.000000	30.291667	8.681778	0.187500	0.489583	0.315538	0.090435	0.191489	0.333333	0.275656	0.043720	18.382979	32.000000	26.462971	4.197146	2.000000	4.000000	2.791667	0.575845	1.302083	0.972222
curtis54	54	54	291	0.099794	3.000000	12.000000	5.388889	1.889706	3.000000	16.000000	5.388889	2.197782	1.226804	2.000000	45.000000	13.240741	12.971386	0.037037	0.833333	0.245199	0.240211	0.090909	1.500000	0.727118	0.405690	4.909091	81.000000	39.264363	21.907254	1.000000	6.000000	2.629630	1.251611	1.024055	0.770010
dwt_1005	1005	1005	8621	0.008535	4.000000	27.000000	8.578109	3.619065	4.000000	27.000000	8.578109	3.619065	2.147547	5.000000	852.000000	228.242786	260.354028	0.004975	0.847761	0.227107	0.259059	0.005875	1.200000	0.294389	0.281625	5.904818	1206.000000	295.860620	283.033266	1.000000	13.000000	4.038806	2.069318	1.058346	0.796524
dwt_1007	1007	1007	8575	0.008456	3.000000	10.000000	8.515392	1.169588	3.000000	10.000000	8.515392	1.169588	0.174344	19.000000	987.000000	62.653426	131.252473	0.018868	0.980139	0.062218	0.130340	0.003090	0.315789	0.196680	0.044869	3.111226	318.000000	198.056707	45.183445	2.000000	4.000000	2.987090	0.245783	1.298426	0.963078
dwt_1242	1242	1242	10426	0.006759	2.000000	12.000000	8.394525	1.950408	2.000000	12.000000	8.394525	1.950408	0.429503	1.000000	957.000000	165.429952	230.594192	0.000805	0.770531	0.133196	0.185664	0.004287	2.000000	0.219193	0.254492	5.324759	2484.000000	272.237884	316.078953	1.000000	9.000000	3.406602	1.019798	1.188375	0.870963
dwt_162	162	162	1182	0.045039	2.000000	9.000000	7.296296	1.735216	2.000000	9.000000	7.296296	1.735216	0.233503	1.000000	157.000000	33.691358	30.525699	0.006173	0.969136	0.207971	0.188430	0.019231	2.000000	0.399328	0.294257	3.115385	324.000000	64.691135	47.669669	1.000000	6.000000	3.160494	0.881312	1.133672	0.823707
dwt_193	193	193	3493	0.093774	8.000000	30.000000	18.098446	6.044365	8.000000	30.000000	18.098446	6.044365	0.657601	33.000000	111.000000	81.124352	21.990697	0.170984	0.575130	0.420333	0.113941	0.117647	0.400000	0.226753	0.056489	22.705882	77.200000	43.763253	10.902295	3.000000	10.000000	6.720207	1.861654	1.257372	0.874637
dwt_198	198	198	1392	0.035507	2.000000	12.000000	7.030303	2.138887	2.000000	12.000000	7.030303	2.138887	0.706897	33.000000	70.000000	56.727273	15.574402	0.166667	0.353535	0.286501	0.078659	0.045455	0.216216	0.128080	0.034298	9.000000	42.810811	25.359927	6.790995	2.000000	6.000000	2.828283	0.816996	1.195402	0.936027
dwt_209	209	209	1743	0.039903	4.000000	17.000000	8.339713	2.252994	4.000000	17.000000	8.339713	2.252994	1.038439	5.000000	189.000000	76.851675	52.872076	0.023923	0.904306	0.367711	0.252976	0.031746	1.200000	0.186557	0.162319	6.634921	250.800000	38.990421	33.924717	1.000000	9.000000	4.052632	1.599074	1.028112	0.793538
dwt_221	221	221	1629	0.033353	4.000000	12.000000	7.371041	1.605385	4.000000	12.000000	7.371041	1.605385	0.627993	3.000000	194.000000	84.266968	63.492589	0.013575	0.877828	0.381298	0.287297	0.028902	1.333333	0.305414	0.370839	6.387283	294.666667	67.496413	81.955495	1.000000	8.000000	3.628959	1.419921	1.015347	0.726522
dwt_234	234	234	834	0.015231	2.000000	10.000000	3.564103	1.469837	2.000000	10.000000	3.564103	1.469837	1.805755	1.000000	49.000000	13.166667	11.464270	0.004274	0.209402	0.056268	0.048993	0.062500	2.000000	0.600090	0.563839	14.625000	468.000000	140.420978	131.938390	1.000000	6.000000	2.358974	1.077838	0.676259	0.732077
dwt_245	245	245	1461	0.024340	2.000000	13.000000	5.963265	2.595655	2.000000	13.000000	5.963265	2.595655	1.180014	1.000000	120.000000	31.800000	27.476090	0.004082	0.489796	0.129796	0.112147	0.023810	2.000000	0.499194	0.510831	5.833333	490.000000	122.302567	125.153506	1.000000	8.000000	2.902041	1.473091	1.026694	0.758733
dwt_2680	2680	2680	25026	0.003484	4.000000	19.000000	9.338060	1.855379	4.000000	19.000000	9.338060	1.855379	1.034684	6.000000	2523.000000	414.708582	665.165546	0.002239	0.941418	0.154742	0.248196	0.002700	1.125000	0.273857	0.296464	7.236724	3015.000000	733.935757	794.522547	1.000000	10.000000	4.364925	1.540874	1.065132	0.792909
dwt_307	307	307	2523	0.026770	6.000000	9.000000	8.218241	1.092435	6.000000	9.000000	8.218241	1.092435	0.095125	6.000000	97.000000	50.566775	19.744243	0.019544	0.315961	0.164713	0.064313	0.073684	1.166667	0.192483	0.111882	22.621053	358.166667	59.092332	34.347822	1.000000	5.000000	3.055375	0.625356	1.256441	0.924099
dwt_310	310	310	2448	0.025473	4.000000	11.000000	7.896774	1.473088	4.000000	11.000000	7.896774	1.473088	0.392974	3.000000	38.000000	17.309677	4.715886	0.009677	0.122581	0.055838	0.015213	0.166667	1.333333	0.479322	0.123794	51.666667	413.333333	148.589931	38.376198	1.000000	5.000000	3.006452	0.376688	1.238562	0.912200
dwt_346	346	346	3226	0.026947	2.000000	19.000000	9.323699	4.164169	2.000000	19.000000	9.323699	4.164169	1.037818	1.000000	336.000000	53.364162	57.782033	0.002890	0.971098	0.154232	0.167000	0.007353	2.000000	0.365155	0.447859	2.544118	692.000000	126.343636	154.959117	1.000000	12.000000	5.722543	2.792105	0.772474	0.743107
dwt_361	361	361	2953	0.022659	4.000000	9.000000	8.180055	1.343185	4.000000	9.000000	8.180055	1.343185	0.100237	3.000000	64.000000	28.396122	9.339155	0.008310	0.177285	0.078660	0.025870	0.095238	1.333333	0.311320	0.104032	34.380952	481.333333	112.386564	37.555612	1.000000	3.000000	2.952909	0.224531	1.278022	0.955085
dwt_419	419	419	3563	0.020295	6.000000	13.000000	8.503580	1.742865	6.000000	13.000000	8.503580	1.742865	0.528768	9.000000	365.000000	203.245823	86.822339	0.021480	0.871122	0.485074	0.207213	0.023121	0.777778	0.065598	0.085620	9.687861	325.888889	27.485739	35.874901	2.000000	9.000000	4.429594	1.491962	0.958181	0.708277
dwt_492	492	492	3156	0.013038	3.000000	11.000000	6.414634	1.946132	3.000000	11.000000	6.414634	1.946132	0.714829	2.000000	460.000000	113.221545	145.179948	0.004065	0.934959	0.230125	0.295081	0.010554	1.500000	0.405782	0.363660	5.192612	738.000000	199.644523	178.920539	1.000000	7.000000	3.215447	1.225709	0.997465	0.762308
dwt_503	503	503	6027	0.023821	4.000000	25.000000	11.982107	4.986431	4.000000	25.000000	11.982107	4.986431	1.086444	7.000000	459.000000	136.502982	122.443834	0.013917	0.912525	0.271378	0.243427	0.018433	0.800000	0.225005	0.207368	9.271889	402.400000	113.177655	104.305945	2.000000	10.000000	4.801193	1.917855	1.198606	0.850450
dwt_512	512	512	3502	0.013359	1.000000	15.000000	6.839844	3.467164	1.000000	15.000000	6.839844	3.467164	1.193033	0.000000	89.000000	24.027344	19.944925	0.000000	0.173828	0.046928	0.038955	0.000000	2.000000	0.650397	0.613368	0.000000	1024.000000	333.003493	314.044161	1.000000	8.000000	3.359375	1.922256	1.017704	0.787098
dwt_59	59	59	267	0.076702	2.000000	6.000000	4.525424	0.962974	2.000000	6.000000	4.525424	0.962974	0.325843	1.000000	35.000000	13.915254	7.691704	0.016949	0.593220	0.235852	0.130368	0.133333	2.000000	0.495605	0.439262	7.866667	118.000000	29.240676	25.916446	1.000000	4.000000	2.915254	0.829297	0.711610	0.709605
dwt_592	592	592	5104	0.014564	4.000000	15.000000	8.621622	1.606176	4.000000	15.000000	8.621622	1.606176	0.739812	6.000000	272.000000	94.043919	64.572017	0.010135	0.459459	0.158858	0.109074	0.026906	1.000000	0.152825	0.153827	15.928251	592.000000	90.472549	91.065305	2.000000	7.000000	3.422297	1.185801	1.206113	0.901206
dwt_607	607	607	5131	0.013926	4.000000	14.000000	8.453048	2.370331	4.000000	14.000000	8.453048	2.370331	0.656207	7.000000	218.000000	98.339374	56.230259	0.011532	0.359143	0.162009	0.092636	0.032432	0.714286	0.117215	0.077406	19.686486	433.571429	71.149394	46.985205	2.000000	10.000000	3.578254	1.577244	1.153381	0.868006
dwt_66	66	66	320	0.073462	2.000000	6.000000	4.848485	0.633471	2.000000	6.000000	4.848485	0.633471	0.237500	1.000000	45.000000	17.439394	9.865964	0.015152	0.681818	0.264233	0.149484	0.045455	2.000000	0.383584	0.266000	3.000000	132.000000	25.316548	17.555985	1.000000	4.000000	2.287879	0.645853	1.056250	0.870202
dwt_72	72	72	222	0.042824	2.000000	5.000000	3.083333	0.618017	2.000000	5.000000	3.083333	0.618017	0.621622	1.000000	14.000000	4.819444	5.036882	0.013889	0.194444	0.066937	0.069957	0.214286	2.000000	1.199570	0.562385	15.428571	144.000000	86.369048	40.491746	1.000000	3.000000	1.555556	0.864242	0.990991	0.849306
dwt_758	758	758	5994	0.010432	4.000000	11.000000	7.907652	1.496494	4.000000	11.000000	7.907652	1.496494	0.391058	3.000000	206.000000	60.091029	51.122450	0.003958	0.271768	0.079276	0.067444	0.027624	1.333333	0.341134	0.306873	20.939227	1010.666667	258.579726	232.609906	1.000000	5.000000	2.902375	0.551773	1.265933	0.929850
dwt_869	869	869	7285	0.009647	4.000000	14.000000	8.383199	1.661655	4.000000	14.000000	8.383199	1.661655	0.670007	3.000000	589.000000	46.666283	108.036356	0.003452	0.677791	0.053701	0.124323	0.010221	1.333333	0.393966	0.214223	8.882453	1158.666667	342.356076	186.160218	1.000000	6.000000	3.240506	0.958719	1.226905	0.915169
dwt_87	87	87	541	0.071476	2.000000	13.000000	6.218391	2.316484	2.000000	13.000000	6.218391	2.316484	1.090573	4.000000	85.000000	47.356322	23.631742	0.045977	0.977011	0.544326	0.271629	0.038462	1.250000	0.208099	0.230953	3.346154	108.750000	18.104576	20.092904	1.000000	10.000000	4.379310	1.937182	0.591497	0.700296
dwt_878	878	878	7448	0.009662	4.000000	10.000000	8.482916	1.181310	4.000000	10.000000	8.482916	1.181310	0.178840	22.000000	520.000000	57.988610	78.829347	0.025057	0.592255	0.066046	0.089783	0.007752	0.260870	0.193890	0.041458	6.806202	229.043478	170.235176	36.400350	2.000000	6.000000	2.981777	0.326695	1.296992	0.962063
dwt_918	918	918	7384	0.008762	4.000000	13.000000	8.043573	1.827608	4.000000	13.000000	8.043573	1.827608	0.616197	5.000000	841.000000	182.478214	249.344738	0.005447	0.916122	0.198778	0.271617	0.004768	1.200000	0.237204	0.236107	4.376639	1101.600000	217.752979	216.746215	1.000000	7.000000	3.788671	1.294787	1.057963	0.830060
dwt_992	992	992	16744	0.017015	8.000000	18.000000	16.879032	2.406620	8.000000	18.000000	16.879032	2.406620	0.066412	513.000000	530.000000	528.842742	3.944610	0.517137	0.534274	0.533108	0.003976	0.015595	0.033962	0.031896	0.004437	15.469786	33.690566	31.640888	4.401490	4.000000	6.000000	5.870968	0.491340	1.304348	0.967532
