matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg	mem_footprint
relat4	66	12	172	0.217172	0.0	4.0	2.606061	1.757053	0.0	33.0	14.333333	10.298328	0.534884	0.0	7.0	3.318182	2.658087	0.0	0.583333	0.276515	0.221507	0.0	1.5	0.616883	0.467668	0.0	18.0	7.402597	5.612013	0.0	3.0	1.590909	1.167453	0.77907	0.887681	0.002223968505859375
wheel_5_1	57	61	182	0.052344	1.0	6.0	3.192982	1.303687	2.0	3.0	2.983607	0.126983	0.879121	0.0	36.0	25.403509	12.924694	0.0	0.590164	0.416451	0.21188	0.0	0.5	0.13474	0.106715	0.0	30.5	8.219154	6.50961	1.0	6.0	2.964912	1.169269	0.142857	0.45614	0.0023040771484375
bcsstm05	153	153	153	0.006536	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.993464	0.002338409423828125
GD96_b	111	111	193	0.015664	0.0	6.0	1.738739	0.93685	0.0	47.0	1.738739	6.054872	2.450777	0.0	36.0	5.882883	6.292765	0.0	0.324324	0.052999	0.056692	0.0	2.0	0.418966	0.427558	0.0	222.0	46.505177	47.458908	0.0	4.0	1.675676	0.861197	0.072539	0.34707	0.002635955810546875
can_62	62	62	218	0.056712	2.0	7.0	3.516129	1.011896	2.0	7.0	3.516129	1.011896	0.990826	1.0	51.0	13.967742	14.331296	0.016129	0.822581	0.225286	0.23115	0.043478	2.0	0.678104	0.56877	2.695652	124.0	42.042447	35.263758	1.0	4.0	2.177419	0.852401	0.761468	0.695776	0.002735137939453125
divorce	50	9	225	0.5	1.0	9.0	4.5	2.670206	14.0	37.0	25.0	6.128259	1.0	0.0	8.0	5.42	3.040329	0.0	0.888889	0.602222	0.337814	0.0	1.5	0.666786	0.455942	0.0	13.5	6.001071	4.10348	1.0	3.0	1.76	0.708802	1.217778	0.768143	0.00276947021484375
Maragal_1	32	14	234	0.522321	2.0	14.0	7.3125	4.530711	11.0	26.0	16.714286	4.934262	0.91453	1.0	13.0	7.6875	4.798681	0.071429	0.928571	0.549107	0.342763	0.333333	2.0	1.072196	0.372338	4.666667	28.0	15.010737	5.212733	1.0	5.0	1.8125	1.235857	1.504274	0.840253	0.002803802490234375
n2c6-b1	105	15	210	0.133333	2.0	2.0	2.0	0.0	14.0	14.0	14.0	0.0	0.0	1.0	14.0	5.333333	3.399346	0.066667	0.933333	0.355556	0.226623	0.142857	2.0	0.662351	0.58137	2.142857	30.0	9.935267	8.720549	1.0	2.0	1.866667	0.339935	0.133333	0.938095	0.0028076171875
n4c5-b1	105	15	210	0.133333	2.0	2.0	2.0	0.0	14.0	14.0	14.0	0.0	0.0	1.0	14.0	5.333333	3.399346	0.066667	0.933333	0.355556	0.226623	0.142857	2.0	0.662351	0.58137	2.142857	30.0	9.935267	8.720549	1.0	2.0	1.866667	0.339935	0.133333	0.938095	0.0028076171875
n3c6-b1	105	105	210	0.019048	2.0	2.0	2.0	0.0	0.0	14.0	2.0	4.898979	0.0	1.0	14.0	5.333333	3.399346	0.009524	0.133333	0.050794	0.032375	0.142857	2.0	0.662351	0.58137	15.0	210.0	69.54687	61.043841	1.0	2.0	1.866667	0.339935	0.133333	0.938095	0.0028076171875
cage5	37	37	233	0.170197	3.0	10.0	6.297297	1.872487	3.0	10.0	6.297297	1.872487	0.587983	8.0	33.0	18.702703	7.863239	0.216216	0.891892	0.505478	0.21252	0.2	0.75	0.375987	0.146593	7.4	27.75	13.911511	5.423942	2.0	6.0	4.459459	1.105138	0.583691	0.689447	0.002811431884765625
dwt_72	72	72	222	0.042824	2.0	5.0	3.083333	0.618017	2.0	5.0	3.083333	0.618017	0.621622	1.0	14.0	4.819444	5.036882	0.013889	0.194444	0.066937	0.069957	0.214286	2.0	1.19957	0.562385	15.428571	144.0	86.369048	40.491746	1.0	3.0	1.555556	0.864242	0.990991	0.849306	0.002819061279296875
GD98_b	121	121	207	0.014138	1.0	7.0	1.710744	1.215859	1.0	6.0	1.710744	1.109225	3.091787	0.0	116.0	25.041322	38.436036	0.0	0.958678	0.206953	0.317653	0.0	1.5	0.027453	0.136641	0.0	181.5	3.321823	16.533546	1.0	6.0	1.570248	0.977655	0.164251	0.345533	0.002834320068359375
n3c5-b7	30	120	240	0.066667	8.0	8.0	8.0	0.0	1.0	3.0	2.0	0.707107	0.0	7.0	87.0	63.366667	25.290951	0.058333	0.725	0.528056	0.210758	0.091954	1.142857	0.192459	0.209444	11.034483	137.142857	23.0951	25.133322	1.0	8.0	5.766667	2.011357	0.558333	0.516667	0.002864837646484375
GD02_b	80	80	232	0.03625	0.0	6.0	2.9	1.609348	1.0	5.0	2.9	1.270827	1.068966	0.0	66.0	14.4125	18.401558	0.0	0.825	0.180156	0.230019	0.0	1.333333	0.2909	0.331673	0.0	106.666667	23.271987	26.533807	0.0	5.0	2.2375	1.15373	0.456897	0.474359	0.002964019775390625
IG5-6	30	77	251	0.108658	2.0	23.0	8.366667	4.693849	0.0	16.0	3.25974	4.088001	1.749004	7.0	41.0	28.233333	10.666719	0.090909	0.532468	0.366667	0.138529	0.105263	0.8	0.322845	0.17473	8.105263	61.6	24.859071	13.454182	2.0	9.0	5.133333	1.978776	0.772908	0.701073	0.00299072265625
bibd_9_3	36	84	252	0.083333	7.0	7.0	7.0	0.0	3.0	3.0	3.0	0.0	0.0	6.0	59.0	43.916667	15.878663	0.071429	0.702381	0.522817	0.189032	0.118644	1.166667	0.215648	0.192933	9.966102	98.0	18.114445	16.206359	1.0	7.0	5.25	1.605113	0.5	0.813492	0.003025054931640625
d_dyn1	87	87	238	0.031444	1.0	8.0	2.735632	1.198272	1.0	6.0	2.735632	1.226712	1.92437	0.0	84.0	30.91954	26.464124	0.0	0.965517	0.355397	0.304185	0.0	2.0	0.397366	0.607353	0.0	174.0	34.570808	52.839693	1.0	5.0	2.195402	0.770715	0.394958	0.450192	0.00305938720703125
d_dyn	87	87	238	0.031444	1.0	8.0	2.735632	1.198272	1.0	6.0	2.735632	1.226712	1.92437	0.0	84.0	30.91954	26.464124	0.0	0.965517	0.355397	0.304185	0.0	2.0	0.397366	0.607353	0.0	174.0	34.570808	52.839693	1.0	5.0	2.195402	0.770715	0.394958	0.450192	0.00305938720703125
lpi_forest6	66	131	246	0.028452	3.0	6.0	3.727273	0.862439	1.0	3.0	1.877863	0.699213	0.609756	7.0	99.0	45.363636	29.304378	0.053435	0.755725	0.346287	0.223698	0.031579	0.571429	0.147224	0.115849	4.136842	74.857143	19.286361	15.176219	2.0	6.0	2.818182	1.113404	0.487805	0.522727	0.003070831298828125
GD96_c	65	65	250	0.059172	2.0	6.0	3.846154	0.845454	2.0	6.0	3.846154	0.845454	0.56	4.0	63.0	38.246154	15.057869	0.061538	0.969231	0.588402	0.23166	0.054545	0.6	0.125203	0.087523	3.545455	39.0	8.138202	5.689015	2.0	6.0	3.784615	0.868107	0.032	0.143077	0.00311279296875
GD99_b	64	64	252	0.061523	3.0	4.0	3.9375	0.242061	3.0	4.0	3.9375	0.242061	0.015873	2.0	63.0	28.359375	17.014118	0.03125	0.984375	0.443115	0.265846	0.047619	1.5	0.241248	0.247302	3.047619	96.0	15.43988	15.827303	1.0	4.0	3.3125	0.681795	0.31746	0.467448	0.003131866455078125
Sandi_authors	86	86	248	0.033532	1.0	12.0	2.883721	2.30983	1.0	12.0	2.883721	2.30983	3.16129	0.0	84.0	30.383721	27.571121	0.0	0.976744	0.353299	0.320594	0.0	1.0	0.087189	0.123569	0.0	86.0	7.498275	10.626946	1.0	10.0	2.697674	1.982891	0.129032	0.179933	0.003170013427734375
GD97_b	47	47	264	0.119511	0.0	25.0	5.617021	4.422155	0.0	25.0	5.617021	4.422155	3.450758	0.0	45.0	19.255319	13.820226	0.0	0.957447	0.409688	0.294047	0.0	1.5	0.425987	0.31252	0.0	70.5	20.021396	14.688417	0.0	12.0	3.595745	2.120413	0.719697	0.639707	0.003204345703125
wheel_6_1	83	85	254	0.036003	1.0	7.0	3.060241	1.515776	2.0	3.0	2.988235	0.107825	1.287402	0.0	49.0	32.891566	19.237897	0.0	0.576471	0.38696	0.226328	0.0	0.4	0.094406	0.086543	0.0	34.0	8.024469	7.356114	1.0	7.0	2.879518	1.400496	0.11811	0.472174	0.00322723388671875
cat_ears_2_1	85	85	254	0.035156	1.0	5.0	2.988235	1.323935	2.0	3.0	2.988235	0.107825	0.673228	0.0	78.0	24.517647	20.724871	0.0	0.917647	0.288443	0.243822	0.0	0.285714	0.115505	0.076117	0.0	24.285714	9.817943	6.469906	1.0	5.0	2.835294	1.196535	0.102362	0.381961	0.00323486328125
dwt_59	59	59	267	0.076702	2.0	6.0	4.525424	0.962974	2.0	6.0	4.525424	0.962974	0.325843	1.0	35.0	13.915254	7.691704	0.016949	0.59322	0.235852	0.130368	0.133333	2.0	0.495605	0.439262	7.866667	118.0	29.240676	25.916446	1.0	4.0	2.915254	0.829297	0.71161	0.709605	0.003284454345703125
ex5	27	27	279	0.382716	6.0	15.0	10.333333	3.197221	6.0	15.0	10.333333	3.197221	0.451613	19.0	22.0	20.444444	1.06574	0.703704	0.814815	0.757202	0.039472	0.315789	0.681818	0.498675	0.129817	8.526316	18.409091	13.464217	3.505047	3.0	3.0	3.0	0.0	1.419355	0.841358	0.003299713134765625
GD96_d	180	180	229	0.007068	0.0	24.0	1.272222	3.354649	0.0	7.0	1.272222	1.010119	17.864629	0.0	173.0	6.733333	31.112984	0.0	0.961111	0.037407	0.17285	0.0	0.164384	0.005059	0.023696	0.0	29.589041	0.910547	4.265354	0.0	21.0	1.161111	2.832674	0.174672	0.027302	0.0033111572265625
will57	57	57	281	0.086488	2.0	11.0	4.929825	2.067795	2.0	11.0	4.929825	2.231038	1.231317	1.0	47.0	12.526316	11.732554	0.017544	0.824561	0.21976	0.205834	0.088235	2.0	0.684222	0.467742	5.029412	114.0	39.000681	26.661308	1.0	5.0	2.105263	0.831068	1.145907	0.755825	0.003437042236328125
GD95_c	62	62	287	0.074662	2.0	15.0	4.629032	2.515974	2.0	15.0	4.629032	2.522376	2.240418	2.0	50.0	16.290323	12.594657	0.032258	0.806452	0.262747	0.20314	0.086957	1.0	0.409964	0.250614	5.391304	62.0	25.417757	15.538062	2.0	6.0	3.193548	1.060108	0.620209	0.763434	0.0035247802734375
curtis54	54	54	291	0.099794	3.0	12.0	5.388889	1.889706	3.0	16.0	5.388889	2.197782	1.226804	2.0	45.0	13.240741	12.971386	0.037037	0.833333	0.245199	0.240211	0.090909	1.5	0.727118	0.40569	4.909091	81.0	39.264363	21.907254	1.0	6.0	2.62963	1.251611	1.024055	0.77001	0.0035400390625
west0067	67	67	294	0.065493	1.0	6.0	4.38806	1.132363	2.0	10.0	4.38806	1.946717	0.367347	0.0	41.0	17.402985	12.242646	0.0	0.61194	0.259746	0.182726	0.0	1.25	0.465882	0.427911	0.0	83.75	31.214125	28.670022	1.0	6.0	3.149254	1.498793	0.564626	0.646766	0.00362396240234375
ch4-4-b2	96	72	288	0.041667	3.0	3.0	3.0	0.0	4.0	4.0	4.0	0.0	0.0	5.0	57.0	23.833333	13.057299	0.069444	0.791667	0.331019	0.181351	0.052632	0.6	0.175143	0.108813	3.789474	43.2	12.610261	7.834516	2.0	3.0	2.697917	0.459161	0.201389	0.666667	0.003665924072265625
mesh1e1	48	48	306	0.132812	4.0	8.0	6.375	1.0333	4.0	8.0	6.375	1.0333	0.254902	6.0	47.0	28.895833	12.634674	0.125	0.979167	0.601997	0.263222	0.090909	1.0	0.292504	0.198334	4.363636	48.0	14.040193	9.520011	2.0	7.0	4.5	1.428869	0.588235	0.565997	0.003688812255859375
mesh1em1	48	48	306	0.132812	4.0	8.0	6.375	1.0333	4.0	8.0	6.375	1.0333	0.254902	6.0	47.0	28.895833	12.634674	0.125	0.979167	0.601997	0.263222	0.090909	1.0	0.292504	0.198334	4.363636	48.0	14.040193	9.520011	2.0	7.0	4.5	1.428869	0.588235	0.565997	0.003688812255859375
mesh1em6	48	48	306	0.132812	4.0	8.0	6.375	1.0333	4.0	8.0	6.375	1.0333	0.254902	6.0	47.0	28.895833	12.634674	0.125	0.979167	0.601997	0.263222	0.090909	1.0	0.292504	0.198334	4.363636	48.0	14.040193	9.520011	2.0	7.0	4.5	1.428869	0.588235	0.565997	0.003688812255859375
lp_kb2	43	68	313	0.107045	2.0	11.0	7.27907	3.244499	1.0	14.0	4.602941	4.352618	0.511182	2.0	62.0	38.162791	17.374039	0.029412	0.911765	0.561218	0.255501	0.073171	1.0	0.231898	0.154052	4.97561	68.0	15.769045	10.475566	2.0	4.0	3.162791	0.833324	1.13099	0.673009	0.003749847412109375
impcol_b	59	59	312	0.089629	2.0	7.0	5.288136	1.595022	1.0	12.0	5.288136	4.434269	0.323718	4.0	52.0	17.898305	12.821717	0.067797	0.881356	0.303361	0.217317	0.134615	1.25	0.431696	0.289718	7.942308	73.75	25.470091	17.093379	1.0	3.0	2.271186	0.547119	1.141026	0.866909	0.0037994384765625
dolphins	62	62	318	0.082726	1.0	12.0	5.129032	2.931937	1.0	12.0	5.129032	2.931937	1.339623	0.0	59.0	34.403226	19.212277	0.0	0.951613	0.554891	0.309875	0.0	2.0	0.159869	0.247623	0.0	124.0	9.911884	15.352596	1.0	10.0	4.677419	2.576408	0.176101	0.268367	0.003879547119140625
n2c6-b10	30	306	330	0.035948	11.0	11.0	11.0	0.0	1.0	5.0	1.078431	0.554594	0.0	10.0	217.0	137.766667	64.714596	0.03268	0.70915	0.450218	0.211486	0.050691	1.1	0.147263	0.205922	15.511521	336.6	45.062334	63.012147	1.0	11.0	7.0	2.720294	0.727273	0.387879	0.003894805908203125
pivtol	102	102	306	0.029412	2.0	4.0	3.0	0.140028	3.0	3.0	3.0	0.0	0.333333	2.0	101.0	3.941176	13.72619	0.019608	0.990196	0.038639	0.13457	0.019802	1.5	1.471171	0.203859	2.019802	153.0	150.059406	20.793621	1.0	2.0	1.019608	0.138648	1.320261	0.985294	0.003894805908203125
dwt_66	66	66	320	0.073462	2.0	6.0	4.848485	0.633471	2.0	6.0	4.848485	0.633471	0.2375	1.0	45.0	17.439394	9.865964	0.015152	0.681818	0.264233	0.149484	0.045455	2.0	0.383584	0.266	3.0	132.0	25.316548	17.555985	1.0	4.0	2.287879	0.645853	1.05625	0.870202	0.003917694091796875
chesapeake	39	39	340	0.223537	3.0	33.0	8.717949	6.143367	3.0	33.0	8.717949	6.143367	2.785294	17.0	38.0	31.051282	6.238625	0.435897	0.974359	0.796187	0.159965	0.083333	1.03125	0.286789	0.193382	3.25	40.21875	11.184788	7.541912	1.0	7.0	4.307692	1.284101	1.011765	0.732335	0.0040435791015625
GD97_a	84	84	332	0.047052	3.0	4.0	3.952381	0.212959	3.0	4.0	3.952381	0.212959	0.012048	19.0	78.0	49.107143	14.695333	0.22619	0.928571	0.584609	0.174944	0.051282	0.210526	0.089855	0.034217	4.307692	17.684211	7.547843	2.87425	2.0	4.0	3.654762	0.499858	0.150602	0.183532	0.004123687744140625
bfwb62	62	62	342	0.08897	2.0	13.0	5.516129	1.872913	2.0	13.0	5.516129	1.872913	1.356725	1.0	52.0	33.145161	13.950196	0.016129	0.83871	0.534599	0.225003	0.086957	2.0	0.285799	0.405408	5.391304	124.0	17.719545	25.135301	1.0	8.0	4.870968	1.550066	0.233918	0.710955	0.004154205322265625
GD98_c	112	112	336	0.026786	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	0.0	3.0	102.0	56.580357	23.632468	0.026786	0.910714	0.505182	0.211004	0.029412	1.0	0.074922	0.097056	3.294118	112.0	8.391316	10.870327	2.0	3.0	2.964286	0.185577	0.02381	0.08631	0.004276275634765625
lp_sc105	105	163	340	0.019866	1.0	5.0	3.238095	0.910508	1.0	5.0	2.08589	0.93598	0.544118	0.0	107.0	52.285714	38.651487	0.0	0.656442	0.320771	0.237126	0.0	2.0	0.154081	0.213604	0.0	326.0	25.115132	34.817423	1.0	3.0	2.72381	0.487857	0.317647	0.789524	0.00429534912109375
wheel_7_1	114	113	338	0.026238	1.0	8.0	2.964912	1.680277	2.0	3.0	2.99115	0.093655	1.698225	0.0	64.0	41.289474	26.408639	0.0	0.566372	0.365394	0.233705	0.0	0.333333	0.070111	0.071486	0.0	37.666667	7.92256	8.077882	1.0	8.0	2.815789	1.581504	0.100592	0.487208	0.004306793212890625
n3c5-b2	120	45	360	0.066667	3.0	3.0	3.0	0.0	8.0	8.0	8.0	0.0	0.0	2.0	37.0	17.05	8.726253	0.044444	0.822222	0.378889	0.193917	0.081081	1.5	0.249522	0.19553	3.648649	67.5	11.228468	8.798852	1.0	3.0	2.691667	0.479511	0.205556	0.913889	0.004581451416015625
can_73	73	73	377	0.070745	3.0	9.0	5.164384	2.164557	3.0	9.0	5.164384	2.164557	0.742706	2.0	60.0	23.082192	15.918244	0.027397	0.821918	0.316194	0.218058	0.085714	1.5	0.483822	0.516259	6.257143	109.5	35.31903	37.686872	1.0	7.0	3.150685	1.772478	0.779841	0.64938	0.004596710205078125
GD06_theory	101	101	380	0.037251	2.0	19.0	3.762376	5.112881	2.0	19.0	3.762376	5.112881	4.05	11.0	99.0	46.366337	28.73633	0.108911	0.980198	0.459073	0.284518	0.020202	0.208791	0.090185	0.064283	2.040404	21.087912	9.108691	6.492537	2.0	12.0	3.029703	2.959982	0.389474	0.471079	0.00473785400390625
bcsstk01	48	48	400	0.173611	5.0	12.0	8.333333	1.624466	5.0	12.0	8.333333	1.624466	0.44	24.0	47.0	33.854167	5.184068	0.5	0.979167	0.705295	0.108001	0.142857	0.333333	0.249333	0.048447	6.857143	16.0	11.967981	2.325452	3.0	9.0	6.125	1.378783	0.53	0.874732	0.004764556884765625
west0156	156	156	371	0.015245	1.0	7.0	2.378205	1.151047	1.0	6.0	2.378205	0.936051	1.943396	0.0	136.0	27.923077	35.999384	0.0	0.871795	0.178994	0.230765	0.0	2.0	0.539865	0.714342	0.0	312.0	84.219009	111.437334	1.0	7.0	1.980769	0.977117	0.334232	0.471764	0.00484466552734375
flower_4_1	121	129	386	0.024729	1.0	5.0	3.190083	1.528322	2.0	3.0	2.992248	0.087703	0.567358	0.0	112.0	44.421488	34.04682	0.0	0.868217	0.344353	0.263929	0.0	2.0	0.090163	0.191393	0.0	258.0	11.631048	24.689693	1.0	5.0	3.057851	1.421776	0.082902	0.224105	0.0048828125
tub100	100	100	396	0.0396	3.0	4.0	3.96	0.195959	3.0	4.0	3.96	0.195959	0.010101	2.0	4.0	3.94	0.310483	0.02	0.04	0.0394	0.003105	1.0	1.5	1.01	0.07	100.0	150.0	101.0	7.0	1.0	2.0	1.98	0.14	1.0	0.99	0.004917144775390625
olm100	100	100	396	0.0396	2.0	6.0	3.96	1.979495	3.0	4.0	3.96	0.195959	0.515152	1.0	5.0	2.96	1.979495	0.01	0.05	0.0296	0.019795	1.2	2.0	1.602667	0.397763	120.0	200.0	160.266667	39.776263	1.0	1.0	1.0	0.0	1.494949	0.825	0.004917144775390625
lp_adlittle	56	138	424	0.054865	1.0	27.0	7.571429	6.155303	1.0	11.0	3.072464	2.339446	2.566038	0.0	133.0	75.732143	27.121085	0.0	0.963768	0.548784	0.19653	0.0	0.519231	0.110929	0.103297	0.0	71.653846	15.308177	14.254969	1.0	12.0	4.785714	3.277163	0.735849	0.362219	0.005069732666015625
gams10a	114	171	407	0.020878	1.0	20.0	3.570175	2.904834	1.0	7.0	2.380117	1.985757	4.601966	0.0	116.0	83.684211	29.113606	0.0	0.678363	0.489381	0.170255	0.0	0.512821	0.054687	0.082238	0.0	87.692308	9.351489	14.062716	1.0	2.0	1.991228	0.093247	0.884521	0.914474	0.005096435546875
gams10am	114	171	407	0.020878	1.0	20.0	3.570175	2.904834	1.0	7.0	2.380117	1.985757	4.601966	0.0	116.0	83.684211	29.113606	0.0	0.678363	0.489381	0.170255	0.0	0.512821	0.054687	0.082238	0.0	87.692308	9.351489	14.062716	1.0	2.0	1.991228	0.093247	0.884521	0.914474	0.005096435546875
impcol_c	137	137	411	0.021898	1.0	8.0	3.0	1.44485	1.0	8.0	3.0	2.144421	1.666667	0.0	91.0	28.423358	25.27938	0.0	0.664234	0.20747	0.184521	0.0	1.142857	0.182837	0.199544	0.0	156.571429	25.048669	27.337541	1.0	3.0	2.540146	0.639509	0.306569	0.859489	0.005229949951171875
west0132	132	132	414	0.02376	1.0	9.0	3.136364	1.837211	1.0	19.0	3.136364	2.647963	1.869565	0.0	95.0	30.068182	29.568153	0.0	0.719697	0.227789	0.224001	0.0	2.0	0.343628	0.505198	0.0	264.0	45.35885	66.686095	1.0	7.0	2.477273	1.097283	0.42029	0.701052	0.005245208740234375
gre_115	115	115	421	0.031834	2.0	7.0	3.66087	0.977014	2.0	7.0	3.66087	1.298072	0.912114	19.0	111.0	51.826087	27.98082	0.165217	0.965217	0.450662	0.243311	0.036036	0.173913	0.084246	0.03243	4.144144	20.0	9.688338	3.729465	2.0	6.0	3.33913	1.078541	0.175772	0.72147	0.005260467529296875
ch5-5-b1	200	25	400	0.08	2.0	2.0	2.0	0.0	16.0	16.0	16.0	0.0	0.0	1.0	23.0	8.63	5.464714	0.04	0.92	0.3452	0.218589	0.086957	2.0	0.441173	0.47545	2.173913	50.0	11.029327	11.886238	1.0	2.0	1.935	0.246526	0.065	0.8325	0.005344390869140625
bfwa62	62	62	450	0.117066	3.0	21.0	7.258065	3.177215	3.0	17.0	7.258065	2.856433	1.893333	14.0	53.0	37.66129	10.153568	0.225806	0.854839	0.60744	0.163767	0.061224	0.466667	0.200993	0.078413	3.795918	28.933333	12.461569	4.861626	2.0	11.0	6.129032	2.239555	0.311111	0.772479	0.005390167236328125
sphere2	66	66	450	0.103306	5.0	7.0	6.818182	0.57496	5.0	7.0	6.818182	0.57496	0.026667	4.0	34.0	22.272727	7.921099	0.060606	0.515152	0.337466	0.120017	0.205882	1.25	0.371204	0.21306	13.588235	82.5	24.49945	14.061974	1.0	7.0	5.818182	1.585054	0.293333	0.842424	0.005405426025390625
mycielskian6	47	47	472	0.213671	5.0	23.0	10.042553	4.390306	5.0	23.0	10.042553	4.390306	1.290254	22.0	46.0	42.957447	4.115138	0.468085	0.978723	0.913988	0.087556	0.108696	1.045455	0.248245	0.163013	5.108696	49.136364	11.667496	7.661633	1.0	16.0	7.191489	3.455728	0.567797	0.766118	0.005584716796875
n4c6-b1	210	21	420	0.095238	2.0	2.0	2.0	0.0	20.0	20.0	20.0	0.0	0.0	1.0	20.0	7.333333	4.818944	0.047619	0.952381	0.349206	0.229474	0.1	2.0	0.529072	0.538535	2.1	42.0	11.110507	11.309236	1.0	2.0	1.904762	0.293544	0.095238	0.954762	0.005611419677734375
cis-n4c6-b1	210	21	420	0.095238	2.0	2.0	2.0	0.0	20.0	20.0	20.0	0.0	0.0	1.0	20.0	7.333333	4.818944	0.047619	0.952381	0.349206	0.229474	0.1	2.0	0.529072	0.538535	2.1	42.0	11.110507	11.309236	1.0	2.0	1.904762	0.293544	0.095238	0.954762	0.005611419677734375
lp_scagr7	129	185	465	0.019485	1.0	10.0	3.604651	2.383466	1.0	9.0	2.513514	1.752552	1.774194	0.0	137.0	40.379845	42.306595	0.0	0.740541	0.218269	0.228684	0.0	2.0	0.322995	0.338165	0.0	370.0	59.753999	62.560557	1.0	6.0	2.573643	1.132844	0.572043	0.496585	0.005817413330078125
ash219	219	85	438	0.023529	2.0	2.0	2.0	0.0	2.0	9.0	5.152941	1.401729	0.0	1.0	39.0	9.881279	10.305142	0.011765	0.458824	0.11625	0.121237	0.051282	2.0	0.850016	0.845313	4.358974	170.0	72.251327	71.851606	1.0	2.0	1.666667	0.471405	0.333333	0.787671	0.00585174560546875
bcspwr03	118	118	476	0.034186	2.0	10.0	4.033898	1.567316	2.0	10.0	4.033898	1.567316	1.478992	1.0	116.0	39.449153	38.422848	0.008475	0.983051	0.334315	0.325617	0.028037	2.0	0.434575	0.510858	3.308411	236.0	51.279887	60.281274	1.0	8.0	2.779661	1.347538	0.621849	0.684325	0.005901336669921875
lpi_ex73a	193	211	457	0.011222	2.0	7.0	2.367876	0.93543	2.0	3.0	2.165877	0.37197	1.956236	1.0	205.0	9.388601	24.091348	0.004739	0.971564	0.044496	0.114177	0.02439	2.0	1.195715	0.784896	5.146341	422.0	252.295822	165.613015	1.0	7.0	1.896373	1.182619	0.398249	0.375783	0.005970001220703125
rw136	136	136	479	0.025897	1.0	4.0	3.522059	0.756996	1.0	4.0	3.522059	0.766648	0.135699	0.0	30.0	19.102941	7.810513	0.0	0.220588	0.140463	0.05743	0.0	2.0	0.228393	0.197156	0.0	272.0	31.061474	26.813257	1.0	4.0	3.507353	0.776458	0.008351	0.83701	0.00600433349609375
odepb400	400	400	399	0.002494	0.0	1.0	0.9975	0.049937	0.0	1.0	0.9975	0.049937	0.002506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9975	0.049937	0.0	0.997494	0.00609588623046875
lpi_ex72a	197	215	467	0.011026	2.0	7.0	2.370558	0.961041	2.0	3.0	2.172093	0.377461	1.952891	1.0	207.0	10.862944	29.451095	0.004651	0.962791	0.050525	0.136982	0.012346	2.0	1.18993	0.785928	2.654321	430.0	255.834981	168.974413	1.0	7.0	1.903553	1.203142	0.394004	0.375514	0.006099700927734375
lesmis	77	77	508	0.085681	1.0	36.0	6.597403	6.000562	1.0	36.0	6.597403	6.000562	4.456693	0.0	72.0	23.74026	21.840866	0.0	0.935065	0.308315	0.283648	0.0	1.0	0.277797	0.29257	0.0	77.0	21.390387	22.527899	1.0	13.0	3.545455	2.621318	0.925197	0.661826	0.00611114501953125
lp_stocfor1	117	165	501	0.025952	1.0	15.0	4.282051	3.226085	1.0	6.0	3.036364	1.94435	2.502994	0.0	112.0	50.564103	36.576436	0.0	0.678788	0.306449	0.221675	0.0	0.714286	0.135126	0.169973	0.0	117.857143	22.295757	28.045609	1.0	3.0	2.649573	0.603639	0.762475	0.798514	0.006183624267578125
lp_blend	74	114	522	0.061878	2.0	29.0	7.054054	4.928932	1.0	16.0	4.578947	4.004153	3.111111	2.0	82.0	45.581081	27.620501	0.017544	0.719298	0.399834	0.242285	0.031746	1.5	0.309233	0.366458	3.619048	171.0	35.252579	41.776177	1.0	10.0	2.891892	1.390776	1.180077	0.640438	0.006259918212890625
ash85	85	85	523	0.072388	3.0	10.0	6.152941	1.401729	3.0	10.0	6.152941	1.401729	0.625239	2.0	51.0	26.117647	11.629993	0.023529	0.6	0.307266	0.136823	0.096774	1.5	0.327367	0.268463	8.225806	127.5	27.82619	22.819342	1.0	5.0	2.905882	0.940882	1.055449	0.781965	0.006313323974609375
Trec8	23	84	549	0.284161	3.0	39.0	23.869565	9.223337	0.0	18.0	6.535714	3.749433	0.63388	2.0	62.0	45.304348	17.182992	0.02381	0.738095	0.539337	0.204559	0.3	1.5	0.594471	0.249536	25.2	126.0	49.935539	20.961007	1.0	17.0	10.478261	4.158486	1.12204	0.823765	0.006374359130859375
